"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-07",,"81","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-08",,"80","79"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-10",,"82","69"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-11",,"81","70"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-12",,"82","72"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-13",,"83","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-14",,"83","74"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-15",,"83","75"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-16",,"83","75"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-17",,"82","74"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-18",,"82","74"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-19",,"80","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-20",,"81","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-21",,"81","75"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-22",,"82","68"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-23",,"81","67"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-24",,"80","70"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-25",,"79","71"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-26",,"75","70"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-27",,"81","74"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-28",,"82","72"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-29",,"82","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-30",,"82","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2020-12-31",,"80","74"
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-01","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-02","0.62",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-03","0.93",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-04","2.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-05","0.59",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-06","0.18",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-07","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-08","0.28",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-09","1.49",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-10","1.94",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-11","0.98",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-12","1.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-13","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-14","0.27",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-15","0.57",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-16","1.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-17","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-18","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-19","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-20","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-21","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-22","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-24","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-25","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-26","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-27","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-28","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-29","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-01-31","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-01","0.29",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-02","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-03","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-04","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-05","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-06","1.97",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-07","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-08","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-09","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-10","0.41",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-11","0.46",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-12","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-13","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-14","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-15","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-16","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-17","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-18","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-19","0.58",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-20","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-21","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-22","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-24","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-25","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-26","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-27","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-28","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-02-29","0.18",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-01","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-02","2.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-03","0.37",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-04","0.29",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-05","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-06","0.54",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-07","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-08","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-09","0.33",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-10","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-11","0.50",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-12","0.34",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-13","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-14","0.47",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-15","0.71",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-16","0.87",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-17","1.75",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-18","0.78",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-19","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-20","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-21","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-22","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-23","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-24","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-25","0.38",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-26","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-27","2.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-28","3.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-29","0.66",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-30","0.26",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-03-31","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-01","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-02","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-03","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-04","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-05","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-06","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-07","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-08","0.17",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-09","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-10","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-11","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-12","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-13","0.50",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-14","0.81",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-15","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-16","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-17","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-18","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-19","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-20","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-21","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-22","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-23","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-24","0.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-25","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-26","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-27","0.38",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-28","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-29","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-04-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-01","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-02","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-03","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-04","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-05","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-06","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-07","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-05-08","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-10","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-11","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-12","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-13","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-14","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-15","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-16","0.87",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-17","0.10",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-18","0.31",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-19","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-20","0.28",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-21","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-22","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-23","0.22",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-24","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-25","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-26","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-27","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-28","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-29","0.10",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-06-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-01","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-02","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-03","0.20",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-04","3.41",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-05","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-06","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-07","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-08","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-09","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-10","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-11","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-12","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-13","0.17",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-14","1.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-15","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-16","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-17","0.33",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-18","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-19","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-20","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-21","0.20",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-22","0.28",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-24","0.24",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-25","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-26","0.41",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-27","0.55",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-28","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-29","0.31",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-30","0.41",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-07-31","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-01","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-02","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-03","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-04","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-05","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-06","0.70",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-07","0.29",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-08","0.59",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-09","0.56",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-10","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-11","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-12","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-13","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-14","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-15","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-16","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-17","0.22",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-18","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-19","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-20","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-21","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-22","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-24","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-25","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-26","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-27","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-28","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-29","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-08-31","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-01","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-02","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-03","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-04","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-05","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-06","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-07","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-08","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-09","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-10","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-11","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-12","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-13","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-14","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-15","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-16","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-17","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-18","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-19","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-20","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-21","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-22","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-23","0.86",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-24","0.10",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-25","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-26","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-27","0.32",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-28","0.65",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-29","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-09-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-01","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-02","0.84",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-03","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-04","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-05","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-06","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-07","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-08","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-09","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-10","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-11","0.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-12","0.64",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-13","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-14","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-15","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-16","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-17","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-18","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-19","0.56",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-20","0.61",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-21","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-22","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-23","0.92",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-24","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-25","0.46",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-26","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-27","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-28","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-29","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-10-31","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-11-01","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-11-02","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-11-03","0.51",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-11-04","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-11-05","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2020-11-06","0.02",,
