sample_year,state_code,region,quarter,mean_varroa,max_varroa,nosema,abpv,amsv1,cbpv,dwv,dwvb,iapv,kbv,lsv2,bip_loss_prev5yrs_list,bip_mean_loss_prev5yrs,nass_mean_loss_prev5yrs,bip_loss,State,"HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES",COLONIES AT FIRST OF QUARTER,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES",nass_loss_percent,ID_state,pcpn,tmax,tmin,tmpc,state
2015,FL,Southeast,Q1,0.372,1.07,0.12,30.0,0.0,90.0,35.0,0.0,0.0,0.0,86.66666666666667,"[0.46872141055651406, 0.3279468919907065, 0.3617040466957051, 0.5438104841214509, 0.6211086743850849]",0.4646583015498923,,,FLORIDA,"54,000","315,000",305000.0,"42,000",13.0,0.8,5.1,8.9,13.5,4.4,22.3,"25,000",8.0,0.13,9,0.4856533080388902,0.5820512820512821,0.54,0.5636290646326776,FL
2015,FL,Southeast,Q3,2.1,4.13,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,"[0.6692479562481846, 0.582087433789342, 0.5310168527310852, 0.5387583311024049]",0.5802776434677541,,,FLORIDA,"37,000","220,000",164000.0,"36,000",16.0,6.7,21.9,22.9,21.7,3.4,39.5,"29,000",13.0,0.16,9,0.5624851790372303,0.8908424908424908,0.9208333333333332,0.9164993978321958,FL
2015,FL,Southeast,Q4,7.196666666666666,28.17,0.2833333333333333,54.0,0.0,0.0,68.0,0.0,30.0,0.0,43.333333333333336,"[0.3279468919907065, 0.3617040466957051, 0.5438104841214509, 0.6211086743850849, 0.500537461189412]",0.4710215116764719,,,FLORIDA,"30,000","260,000",220000.0,"37,000",14.0,2.5,3.0,6.8,18.4,4.2,27.3,"28,000",11.0,0.14,9,0.6530709034858905,0.7051282051282051,0.7037500000000001,0.7105580088317944,FL
2015,GA,Southeast,Q3,0.992,7.72,0.09,33.333333333333336,0.0,30.0,59.473684210526315,0.0,30.0,0.0,30.0,"[0.4947532666079121, 0.6522625916264664, 0.6375624926341616, 0.6443996443994666]",0.6072444988170017,,,GEORGIA,"19,500","110,000",108000.0,"13,000",12.0,3.6,8.9,21.2,16.2,3.6,47.6,"15,500",14.0,0.12,10,0.3078017548019919,0.773992673992674,0.6641666666666668,0.7290244881573664,GA
2015,GA,Southeast,Q4,7.89,7.89,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,"[0.3812151126262817, 0.38357877682699026, 0.5295186390389749, 0.46157425755235926, 0.5328682151828544]",0.4577510002454921,,,GEORGIA,"4,400","121,000",110000.0,"18,000",15.0,5.3,3.7,4.5,13.9,1.3,43.5,"1,900",2.0,0.15,10,0.4339577898980317,0.4073260073260074,0.3870833333333334,0.3950220794861501,GA
2015,HI,Hawaii,Q1,0.8999999999999999,3.56,0.6749999999999999,30.0,0.0,30.0,30.0,0.0,30.0,0.0,0.0,,,,,HAWAII,"3,400","10,500",10500.0,380,4.0,1.6,2.0,0.0,37.7,0.0,38.8,760,7.0,0.04,11,0.3514346691961109,0.3296703296703296,0.2966666666666667,0.3087113608992372,HI
2015,HI,Hawaii,Q2,1.95,5.85,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,,,,HAWAII,"1,100","13,500",13500.0,120,1.0,0.3,3.2,0.1,61.0,0.1,60.1,"1,200",9.0,0.01,11,0.6587621531894713,0.7362637362637363,0.7308333333333333,0.7402649538338018,HI
2015,HI,Hawaii,Q3,2.54625,6.75,0.19375,46.666666666666664,0.0,0.0,70.0,0.0,0.0,0.0,0.0,,,,,HAWAII,"1,200","14,500",14500.0,"2,700",19.0,0.1,2.5,0.1,80.5,0.0,78.1,"5,500",38.0,0.19,11,0.5024899217453166,0.8293040293040294,0.8375,0.8426334805299077,HI
2015,HI,Hawaii,Q4,0.0,0.0,0.5625,65.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,,,,,HAWAII,"2,700","13,000",13000.0,690,5.0,0.2,0.0,0.0,33.9,0.0,31.0,760,6.0,0.05,11,0.5494427317998577,0.5516483516483517,0.5475000000000001,0.5507828181453231,HI
2015,IA,Upper Midwest,Q2,0.35,0.35,0.35,0.0,0.0,0.0,30.0,0.0,90.0,90.0,70.0,"[0.24134151229645484, 0.6758008249469084, 0.5183454203510713, 0.34207812788926084]",0.44439147137092383,,,IOWA,"6,500","24,000",12500.0,"1,400",6.0,2.9,2.7,7.8,5.1,1.9,21.5,"3,100",13.0,0.06,15,0.6156035096039838,0.7765567765567765,0.7516666666666667,0.7723805700521879,IA
2015,IA,Upper Midwest,Q3,2.3200000000000003,5.54,0.0,0.0,0.0,80.0,40.0,0.0,60.0,50.0,0.0,"[0.24134151229645484, 0.6758008249469084, 0.5183454203510713, 0.34207812788926084]",0.44439147137092383,,,IOWA,640,"37,000",29000.0,"3,000",8.0,0.1,5.6,4.7,5.8,3.4,17.4,680,2.0,0.08,15,0.5926013753853451,0.8443223443223444,0.8466666666666665,0.8550782818145324,IA
2015,IA,Upper Midwest,Q4,7.4825,23.92,0.2875,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,"[0.17369530063459437, 0.1872574462256843, 0.39729737446971103, 0.376006557653084, 0.24497236459897942]",0.2758458087164106,,,IOWA,40,"35,000",35000.0,"4,300",12.0,0.6,24.8,6.4,0.9,1.4,53.4,30,0.0,0.12,15,0.578610386530709,0.6146520146520147,0.5891666666666666,0.6057808109193095,IA
2015,ID,Northwest,Q2,2.59,2.59,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,"[0.47606316800441617, 0.6761248621843521, 0.7338999275556031, 0.8016095391076403]",0.6719243742130029,,,IDAHO,"16,500","72,000",62000.0,"6,500",9.0,6.5,13.7,6.0,6.7,0.3,25.5,"10,500",15.0,0.09,12,0.6492767370168366,0.7311355311355311,0.7183333333333334,0.7322360497792052,ID
2015,ID,Northwest,Q3,3.5345454545454547,26.67,0.009090909090909,43.333333333333336,0.0,53.333333333333336,47.36842105263158,0.0,50.0,0.0,42.5,"[0.47606316800441617, 0.6761248621843521, 0.7338999275556031, 0.8016095391076403]",0.6719243742130029,,,IDAHO,"5,500","128,000",80000.0,"14,000",11.0,1.7,2.2,10.0,5.2,6.4,46.8,"11,500",9.0,0.11,12,0.4915816931467868,0.8194139194139194,0.8141666666666667,0.8261742272179847,ID
2015,ID,Northwest,Q4,1.69,1.69,0.0,60.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,"[0.47492768633316873, 0.4811254783372292, 0.6458858582366056, 0.5070326990798109, 0.6425763444421835]",0.5503096132857996,,,IDAHO,"5,500","145,000",121000.0,"22,000",15.0,4.3,2.8,4.0,0.6,4.5,38.9,"5,500",4.0,0.15,12,0.4972729428503675,0.5571428571428572,0.5495833333333333,0.5547972701726214,ID
2015,IL,Ohio Valley,Q3,4.205,12.52,0.0458333333333333,61.25,0.0,33.333333333333336,62.17391304347826,0.0,52.857142857142854,70.0,30.0,"[0.6358345328628796, 0.559330506562477, 0.5972251213077348, 0.6222241790978631]",0.6036535849577386,,,ILLINOIS,"1,300","14,000",14000.0,"1,400",10.0,0.6,3.4,0.4,3.0,1.0,7.7,"1,100",8.0,0.1,13,0.5809817405738678,0.8014652014652014,0.8091666666666667,0.8141308711360898,IL
2015,IN,Ohio Valley,Q2,0.23,0.23,0.2,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,"[0.7223687562519827, 0.7475334145465221, 0.702494845809041, 0.5956137418409118]",0.6920026896121144,,,INDIANA,"4,900","12,500",8000.0,"1,300",10.0,7.0,4.4,0.5,1.8,2.0,15.4,"4,300",34.0,0.1,14,0.5672278871235475,0.7622710622710622,0.7254166666666666,0.7523083099156964,IN
2015,IN,Ohio Valley,Q3,6.671304347826087,21.15,0.0565217391304347,60.0,0.0,55.0,67.14285714285714,0.0,67.5,30.0,53.333333333333336,"[0.7223687562519827, 0.7475334145465221, 0.702494845809041, 0.5956137418409118]",0.6920026896121144,,,INDIANA,"1,400","15,000",15000.0,"1,600",11.0,4.8,1.0,8.2,10.3,6.2,13.7,420,3.0,0.11,14,0.4505572682001423,0.8934065934065933,0.8625,0.8904054596547571,IN
2015,KY,Ohio Valley,Q3,4.61875,9.89,0.0375,43.333333333333336,0.0,0.0,63.333333333333336,0.0,40.0,0.0,43.333333333333336,"[0.6253080082655211, 0.7134658724693737, 0.5610522135428078, 0.6051840025628776]",0.6262525242101451,,,KENTUCKY,170,"10,000",10000.0,"1,300",13.0,1.2,9.0,6.5,11.3,2.0,40.4,550,6.0,0.13,17,0.5186151292387954,0.7512820512820512,0.7366666666666666,0.7519068647129669,KY
2015,KY,Ohio Valley,Q4,4.28,7.57,0.0375,73.33333333333333,0.0,75.0,57.5,0.0,0.0,0.0,60.0,"[0.18018206333640008, 0.44220592045836826, 0.4322889769085734, 0.41571066618964203, 0.3843835327108377]",0.37095423192076427,,,KENTUCKY,20,"8,500",8500.0,"1,100",13.0,0.4,7.2,9.8,14.8,1.7,22.2,10,0.0,0.13,17,0.5219350248992174,0.4186813186813187,0.4283333333333333,0.4211160176635889,KY
2015,MD,Northeast,Q4,7.623333333333334,19.07,0.2166666666666666,50.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,"[0.3857955985678936, 0.293351932310439, 0.5223592317257791, 0.2731872971797735, 0.38572339746303863]",0.3720834914493848,,,MARYLAND,0,"9,500",7500.0,730,8.0,0.1,0.2,0.0,2.0,4.3,5.6,0,0.0,0.08,20,0.4455774247095092,0.4714285714285715,0.48875,0.478924126856684,MD
2015,MI,Upper Midwest,Q2,1.02,1.72,0.1666666666666666,0.0,0.0,0.0,33.333333333333336,0.0,35.0,0.0,86.66666666666667,"[0.6179649800710786, 0.6855145489834245, 0.594778985917939, 0.6430434223635678]",0.6353254843340025,,,MICHIGAN,"13,500","88,000",58000.0,"9,500",11.0,0.6,16.4,9.1,13.0,3.1,26.9,"5,500",6.0,0.11,22,0.6132321555608253,0.8351648351648352,0.8479166666666667,0.8510638297872339,MI
2015,MI,Upper Midwest,Q3,0.21,0.21,0.0,0.0,0.0,0.0,30.0,0.0,60.0,40.0,90.0,"[0.6179649800710786, 0.6855145489834245, 0.594778985917939, 0.6430434223635678]",0.6353254843340025,,,MICHIGAN,"3,300","89,000",89000.0,"7,000",8.0,7.3,1.8,13.7,16.3,8.8,44.6,"3,800",4.0,0.08,22,0.4424946644534029,0.9205128205128204,0.9225,0.9341629867523082,MI
2015,MI,Upper Midwest,Q4,5.993478260869565,20.75,0.1391304347826087,43.84615384615385,0.0,65.0,62.608695652173914,0.0,44.44444444444444,50.0,47.77777777777778,"[0.2724025562643462, 0.18561139869340126, 0.494158757035139, 0.23604901011373813, 0.2182852037779256]",0.28130138517691006,,,MICHIGAN,210,"73,000",67000.0,"9,000",12.0,0.0,3.2,4.1,4.1,3.7,30.2,"1,600",2.0,0.12,22,0.6990751719231683,0.7065934065934065,0.6925,0.7061421116017664,MI
2015,MN,Upper Midwest,Q2,0.868,4.73,0.16,0.0,0.0,0.0,35.0,0.0,51.25,90.0,66.66666666666667,"[0.5858291607115493, 0.6347116442834704, 0.627219535558723, 0.5405029032801355]",0.5970658109584696,,,MINNESOTA,"20,000","125,000",71000.0,"12,500",10.0,1.4,10.1,16.5,6.2,9.3,25.4,"21,000",17.0,0.1,23,0.6575764761678919,0.7542124542124543,0.7595833333333333,0.7639502207948616,MN
2015,MN,Upper Midwest,Q3,7.745,16.19,0.0375,65.0,0.0,30.0,80.0,0.0,35.0,40.0,30.0,"[0.5858291607115493, 0.6347116442834704, 0.627219535558723, 0.5405029032801355]",0.5970658109584696,,,MINNESOTA,640,"136,000",133000.0,"32,000",24.0,7.4,7.0,27.4,14.6,7.2,33.3,"2,300",2.0,0.24,23,0.5598766895897558,0.8487179487179487,0.8641666666666667,0.8667201926936974,MN
2015,MN,Upper Midwest,Q4,13.23,16.58,0.05,70.0,0.0,30.0,67.5,0.0,53.333333333333336,30.0,30.0,"[0.35821195719155696, 0.22296880852344636, 0.4377464697682508, 0.22161837103142845, 0.30909436966641646]",0.30992799523621983,,,MINNESOTA,600,"105,000",104000.0,"10,000",10.0,8.4,3.8,25.0,8.7,8.9,43.6,40,0.0,0.1,23,0.6324401233104103,0.5824175824175823,0.5566666666666666,0.572059413890004,MN
2015,MT,Northern Rockies & Plains,Q2,0.81,4.31,0.2526315789473684,0.0,0.0,70.0,51.333333333333336,0.0,80.0,0.0,72.5,"[0.5509867449330628, 0.9491452372284392, 0.591751709536137, 0.5397126910508383]",0.6578990956871194,,,MONTANA,"14,000","210,000",36000.0,"4,200",2.0,0.8,1.6,5.3,0.9,0.0,9.0,"33,000",16.0,0.02,26,0.3061418069717809,0.7157509157509157,0.6145833333333334,0.6732236049779206,MT
2015,MT,Northern Rockies & Plains,Q3,5.527272727272727,17.39,0.0227272727272727,30.0,0.0,45.0,56.0,0.0,65.0,70.0,52.0,"[0.5509867449330628, 0.9491452372284392, 0.591751709536137, 0.5397126910508383]",0.6578990956871194,,,MONTANA,"3,200","156,000",140000.0,"10,500",7.0,10.7,6.4,2.3,16.4,5.3,52.5,"10,000",6.0,0.07,26,0.2748399336020868,0.8553113553113553,0.7491666666666666,0.8149337615415496,MT
2015,NC,Southeast,Q3,4.701818181818182,8.32,0.1681818181818181,30.0,0.0,30.0,64.0,0.0,70.0,40.0,30.0,"[0.4832837716092333, 0.5781432625483478, 0.6154069789799302, 0.6474332806141982]",0.5810668234379274,,,NORTH CAROLINA,"2,500","24,000",24000.0,"2,900",12.0,0.7,5.7,7.5,27.9,8.5,33.9,"1,100",5.0,0.12,33,0.4707137775669908,0.8113553113553112,0.8058333333333334,0.8173424327579285,NC
2015,ND,Northern Rockies & Plains,Q3,0.77,4.75,0.00625,0.0,0.0,0.0,44.285714285714285,0.0,30.0,30.0,0.0,,0.5997394521626145,,,NORTH DAKOTA,"11,000","500,000",460000.0,"93,000",19.0,8.1,4.1,12.3,15.5,3.7,33.8,"22,000",4.0,0.19,34,0.4621769030116196,0.9212454212454212,0.9129166666666666,0.9293456443195502,ND
2015,ND,Northern Rockies & Plains,Q4,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,30.0,,0.39744168789873024,,,NORTH DAKOTA,"2,700","275,000",230000.0,"35,000",13.0,1.8,3.7,1.5,2.3,2.1,10.8,"9,000",3.0,0.13,34,0.5788475219350249,0.6358974358974361,0.58125,0.6138097149739061,ND
2015,NJ,Northeast,Q2,1.4166666666666667,3.55,0.6166666666666667,0.0,0.0,0.0,55.0,0.0,0.0,0.0,50.0,"[0.6660676844525129, 0.5925315541650555, 0.5642941678236182, 0.6478678054741513]",0.6176903029788345,,,NEW JERSEY,"2,100","19,000",8500.0,"1,800",10.0,0.3,1.0,26.1,3.6,2.4,52.5,"2,900",15.0,0.1,30,0.5454114299264881,0.6593406593406594,0.6204166666666667,0.6455238859895626,NJ
2015,NJ,Northeast,Q3,4.228695652173913,12.47,0.2456521739130435,63.333333333333336,0.0,50.0,60.0,0.0,34.0,30.0,55.0,"[0.6660676844525129, 0.5925315541650555, 0.5642941678236182, 0.6478678054741513]",0.6176903029788345,,,NEW JERSEY,190,"18,500",18500.0,210,1.0,0.1,1.1,0.0,1.0,0.7,7.2,500,3.0,0.01,30,0.4970358074460517,0.7772893772893773,0.7641666666666668,0.7792051384985949,NJ
2015,NJ,Northeast,Q4,5.2625,9.97,0.0,60.0,0.0,30.0,72.5,0.0,80.0,0.0,0.0,"[0.3687344135773726, 0.4189605541730943, 0.6601683294563881, 0.33813410326804294, 0.3906666522232094]",0.4353328105396215,,,NEW JERSEY,20,"8,500",8000.0,270,3.0,0.0,0.4,0.4,2.2,1.2,7.7,10,0.0,0.03,30,0.4588570073511975,0.4948717948717948,0.49375,0.4937775993576876,NJ
2015,NM,Southwest,Q3,14.152222222222225,22.38,0.0555555555555555,0.0,0.0,50.0,68.88888888888889,0.0,55.0,0.0,0.0,"[0.6889144915808725, 0.7817821097640076, 0.7063898902426482]",0.7256954971958427,,,NEW MEXICO,"1,300","6,500",6500.0,"1,600",25.0,55.0,55.5,58.0,55.0,0.7,61.2,650,10.0,0.25,31,0.5508655442257528,0.8575091575091575,0.8866666666666667,0.8819751103974306,NM
2015,NM,Southwest,Q4,11.568666666666669,28.33,0.0,50.0,0.0,0.0,58.0,0.0,0.0,30.0,30.0,"[0.6532744900717966, 0.39796560326908104, 0.4278278647286706, 0.5059408049747719]",0.49625219076108007,,,NEW MEXICO,290,"6,000",6000.0,290,5.0,0.2,0.6,8.4,0.3,1.7,30.9,30,1.0,0.05,31,0.7379653782309699,0.6512820512820512,0.6458333333333333,0.6527498996386994,NM
2015,NY,Northeast,Q2,1.6527777777777777,11.15,0.375,0.0,0.0,63.333333333333336,61.875,0.0,50.0,30.0,50.833333333333336,"[0.6370669068443512, 0.6392506668924378, 0.5663549923998656, 0.7297326762736769]",0.6431013106025829,,,NEW YORK,"11,000","34,000",24000.0,"1,100",3.0,4.5,3.3,4.4,12.5,1.1,19.1,"1,500",4.0,0.03,32,0.4211524780649751,0.653846153846154,0.58125,0.6234443998394219,NY
2015,NY,Northeast,Q3,1.9214285714285713,3.76,0.0642857142857143,90.0,0.0,0.0,65.0,0.0,50.0,0.0,64.0,"[0.6370669068443512, 0.6392506668924378, 0.5663549923998656, 0.7297326762736769]",0.6431013106025829,,,NEW YORK,"4,400","47,000",44000.0,"6,500",14.0,5.7,8.8,17.1,14.3,1.5,40.0,"7,000",15.0,0.14,32,0.3640028456248518,0.8021978021978022,0.7304166666666666,0.7763950220794862,NY
2015,OH,Ohio Valley,Q3,3.626363636363637,8.95,0.0431818181818181,35.55555555555556,0.0,40.0,58.18181818181818,0.0,52.0,30.0,35.0,"[0.7162097380957587, 0.6730198480640508, 0.5625988660360903, 0.6277073413184102]",0.6448839483785775,,,OHIO,"2,300","23,000",23000.0,"1,900",8.0,0.6,1.6,23.4,8.0,1.7,30.7,880,4.0,0.08,35,0.2729428503675599,0.7919413919413919,0.6804166666666667,0.746688077077479,OH
2015,OH,Ohio Valley,Q4,7.11,7.11,0.0,90.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,"[0.3073254878386388, 0.3477620337324083, 0.42293739912379313, 0.35020969258612167, 0.23915133968787106]",0.3334771905937666,,,OHIO,200,"19,000",19000.0,"2,400",13.0,2.0,14.5,7.3,8.8,2.1,36.3,140,1.0,0.13,35,0.6035096039838749,0.4688644688644689,0.46375,0.4656764351665998,OH
2015,PA,Northeast,Q2,1.1666666666666667,5.84,0.15,0.0,0.0,0.0,50.0,0.0,60.0,0.0,32.5,"[0.6286093236458963, 0.6301627126765994, 0.6401347974917717, 0.6465233104360686]",0.6363575360625839,,,PENNSYLVANIA,"8,500","19,000",15500.0,"1,600",8.0,2.6,6.7,1.6,5.8,2.1,11.4,"2,600",14.0,0.08,38,0.4685795589281479,0.8417582417582417,0.8262499999999999,0.8446407065435567,PA
2015,PA,Northeast,Q3,3.5725,10.02,0.08125,0.0,0.0,60.0,53.333333333333336,0.0,30.0,0.0,50.0,"[0.6286093236458963, 0.6301627126765994, 0.6401347974917717, 0.6465233104360686]",0.6363575360625839,,,PENNSYLVANIA,"1,800","25,000",25000.0,"1,800",7.0,3.7,7.2,5.1,11.3,0.8,45.1,"2,400",10.0,0.07,38,0.547071377756699,0.8985347985347983,0.9216666666666664,0.9213167402649538,PA
2015,PA,Northeast,Q4,18.4,18.4,0.5,30.0,0.0,0.0,70.0,0.0,0.0,0.0,30.0,"[0.32746346209999244, 0.3196891488729351, 0.46677850258515585, 0.3207229410361, 0.33734701621127294]",0.35440021416109124,,,PENNSYLVANIA,"1,300","23,000",22000.0,"2,500",11.0,1.0,0.8,0.3,4.3,1.0,32.2,"6,500",28.0,0.11,38,0.8453877163860564,0.6912087912087913,0.6879166666666666,0.695704536330791,PA
2015,SC,Southeast,Q2,2.17,6.51,0.0,0.0,0.0,0.0,67.5,0.0,60.0,70.0,40.0,"[0.5658918936205912, 0.595348680888744, 0.6598493284750963, 0.590103751345711]",0.6027984135825356,,,SOUTH CAROLINA,"1,100","18,500",17500.0,950,5.0,0.5,3.7,1.4,5.4,0.7,29.9,"2,000",11.0,0.05,40,0.5677021579321793,0.7930402930402929,0.775,0.7928542753914091,SC
